"8","5","Halloween, La Nuit Des Masques","1978","91","Donald Pleasence : Dr Samuel Loomis   ///   Jamie Lee Curtis : Laurie Strode  ///   Nick Castle : Michael Myers   ///   Tony Moran : Michael Myers démasqué   ///   Nancy Loomis : Annie Brackett   ///   P. J. Soles : Lynda Van Der Klok   ///   Charles Cyphers : shérif Leigh Brackett   ///   John Michael Graham : Bob Simms   ///   Brian Andrews : Tommy Doyle   ///   Kyle Richards : Lindsey Wallace  ///   Nancy Stephens : Marion Chambers   ///   Will Sandin : Michael Myers enfant   ///   Arthur Malet : le gardien du cimetière   ///   Mickey Yablans : Richie   ///   Brent LePage : Lonnie Elam   ///   Adam Hollander : Keith   ///   Sandy Johnson : Judith Myers   ///   David Kyle : le petit ami de Judith   ///   Peter Griffith : Morgan Strode, le père de Laurie   ///   Robert Phalen : Dr. Terence Wynn   ///   John Carpenter : voix de Paul au téléphone   ///   Gabriel Cattand : Narrateur (uniquement en VF).","La nuit d'Halloween 1963. Le jeune Michael Myers se précipite dans la chambre de sa soeur aînée et la poignarde sauvagement. Après son geste, Michael se mure dans le silence et est interné dans un asile psychiatrique. Quinze ans plus tard, il s'échappe de l'hôpital et retourne sur les lieux de son crime. Il s'en prend alors aux adolescents de la ville.","18","Canal VOD /// UniversCiné /// FilmoTV","https://www.youtube.com/embed/p-3tQJnKJbQ","https://www.youtube.com/watch?v=GWOd9DT6y04&list=PLmlKT8S5Y9myE3Nkv566_mTupAXCLu9-t&index=1","halloween-60a3c835707ab.jpg","3"
"10","6","La Mouche","1986","95","Jeff Goldblum : Seth Brundle /// Geena Davis : Veronica Quaife /// John Getz : Stathis Borans /// Joy Boushel : Tawny /// Leslie Carlson : Dr. Brent Cheevers /// George Chuvalo : Marky /// Michael Copeman : le second homme dans le bar /// David Cronenberg : le gynécologue.","Seth Brundle est un jeune biologiste très doué. Après avoir fait ses premières armes dans une brillante équipe, il se décide à travailler seul. Il met au point une invention qui doit révolutionner le monde : la ""téléportation"", qui consiste à transporter la matière à travers l'espace. Les essais sur un babouin sont peu convaincants et après des fuites dans la presse, il décide de se téléporter lui-même. Seulement il ne s'aperçoit pas qu'une mouche fait partie du voyage.","17","Disney+ /// Canal VOD","https://www.youtube.com/watch?v=nrVIDwqYBlI","https://www.youtube.com/watch?v=SQ1MCm_32EM&list=PLDBA79834D2BE243F&index=1",NULL,"3"
"11","5","Shining","1980","119","Jack Nicholson : Jack Torrance /// Shelley Duvall : Winifred « Wendy » Torrance /// Danny Lloyd : Danny Torrance /// Lisa et Louise Burns : Les jumelles Grady /// 
Scatman Crothers : Dick Hallorann /// Barry Nelson : Stuart Ullman /// Philip Stone : Delbert Grady /// Joe Turkel : Lloyd /// Tony Burton : Larry Durkin /// Lia Beldam et Billie Gibson : la femme nue dans la baignoire respectivement jeune et vieille /// David Baxt et Manning Redwood : les gardes-forestier /// Norman Gay : L'invité en sang /// Barry Dennen : Watson /// Brian Towns : L'homme en smoking dans la chambre avec ""l'ours"".","Écrivain, Jack Torrance est engagé comme gardien, pendant tout l’hiver, d’un grand hôtel isolé du Colorado – l’Overlook – où il espère surmonter enfin sa panne d’inspiration. Il s’y installe avec sa femme Wendy et son fils Danny, doté d’un don de médium. Tandis que Jack n’avance pas dans son livre et que son fils est de plus en plus hanté par des visions terrifiantes, il découvre les terribles secrets de l’hôtel et bascule peu à peu dans une forme de folie meurtrière où il s’en prend à sa propre famille…","18","Netflix /// LaCinetek /// UniversCiné /// Orange /// FilmoTV","https://www.youtube.com/watch?v=DL_GjZglYz8","https://www.youtube.com/watch?v=mnKXAnRuO0M&list=PLh3-icSKvfhk0IUeGWgi6EXIRVWenwE2J",NULL,"3"
"12","8","The Loved Ones","2009","84","Xavier Samuel : Brent Mitchell /// Robin McLeavy : Lola Stone /// John Brumpton : le père de Lola /// Richard Wilson : Jamie /// Victoria Thaine : Holly /// Jessica McNamee : Mia /// Andrew S. Gilbert : Paul /// Suzi Dougherty : Carla /// Victoria Eagger : Judith /// Anne Scott-Pendlebury : "" Bright Eyes "" /// Fred Whitlock : Dan.","Lola, la fille la plus timide du lycée propose à Brent de l'accompagner au bal de fin d'année. Comme il avait prévu d'y aller avec Holly, sa petite amie, il décline poliment l'invitation. Mais Lola n'aime pas qu'on lui dise non…",NULL,NULL,"https://www.youtube.com/watch?v=C9-lyxPFS_I","https://www.youtube.com/watch?v=N3sIyXSpxZg&list=PL9-b4_theQSNus8FcQiUL09rWFT7I0hpn&index=1",NULL,NULL
"13","9","Alien, Le Huitième Passager","1979","117","Sigourney Weaver : le lieutenant Ellen Louise Ripley /// Tom Skerritt : le capitaine Arthur Koblenz Dallas, commandant de bord du Nostromo /// Veronica Cartwright  : la navigatrice Joan Marie Lambert /// Harry Dean Stanton : le technicien Samuel Elias Brett /// John Hurt : l'officier en second Gilbert Ward « Thomas » Kane /// Ian Holm : l'officier scientifique Ash /// Yaphet Kotto : le chef-ingénieur Dennis Monroe Parker /// Bolaji Badejo (et les cascadeurs Eddie Powell et Roy Scammell : l'Alien /// Helen Horton : « Maman », l'ordinateur de bord (voix).","Le vaisseau commercial Nostromo et son équipage, sept hommes et femmes, rentrent sur Terre avec une importante cargaison de minerai. Mais lors d'un arrêt forcé sur une planète déserte, l'officier Kane se fait agresser par une forme de vie inconnue, une arachnide qui étouffe son visage.
Après que le docteur de bord lui retire le spécimen, l'équipage retrouve le sourire et dîne ensemble. Jusqu'à ce que Kane, pris de convulsions, voit son abdomen perforé par un corps étranger vivant, qui s'échappe dans les couloirs du vaisseau...","20","Amazon Prime Vidéo /// Disney+ /// Canal VOD /// Orange","https://www.youtube.com/watch?v=aeUJf5pCgOw","https://www.youtube.com/watch?v=6pnev1fa2bY&list=PLqnnuEVGcRQxuqYpNjdR32_dVRzDmVs1O&index=1",NULL,"3"
"14","10","You're Next","2011","96","Sharni Vinson : Erin /// A. J. Bowen : Crispian /// Nicholas Tucci : Felix /// Wendy Glenn : Zee /// Rob Moran : Paul Davison /// Barbara Crampton : Aubrey /// Joe Swanberg : Drake /// Margaret Laney : Kelly /// Amy Seimetz : Aimee /// Ti West : Tariq /// L. C. Holt : Craig (masque d'agneau) /// Simon Barrett : Dave (masque de tigre) /// Lane Hughes : Tom (masque de renard) /// Larry Fessenden : Erik Harson /// Kate Lyn Sheil : Talia /// Calvin Reeder : Officier Trubiano.","La famille Davison est réunie dans sa maison de campagne pour célébrer l’anniversaire de mariage des parents. Alors que chacun commence à laisser éclater ses frustrations et rancoeurs, la maison est prise d’assaut par un groupe de tueurs masqués. La réunion de famille tourne au jeu de massacre, les assaillants tentent de les supprimer un à un. Mais sous ses airs d’innocente petite amie, Erin va s’avérer pleine de ressources…",NULL,"Canal VOD","https://www.youtube.com/watch?v=ly-ywODkj2k","https://www.youtube.com/watch?v=-58KrwlZu-Q&list=PLohYzz4btpaRbN5jmkVF_fK9hvixf3Rg6&index=1",NULL,"4"
"15","11","It Follows","2014","100","Maika Monroe : Jay /// Keir Gilchrist : Paul /// Jake Weary : Hugh / Jeff /// Olivia Luccardi : Yara /// Daniel Zovatto : Greg /// Lili Sepe : Kelly /// Bailey Spry : Annie.","Après une expérience sexuelle apparemment anodine, Jay se retrouve confrontée à d'étranges visions et  l'inextricable impression que quelqu'un, ou quelque chose, la suit. Abasourdis, Jay et ses amis doivent trouver une échappatoire à la menace qui semble les rattraper...",NULL,"Cinemasalademande /// UniversCiné","https://www.youtube.com/watch?v=AsoUG9ScJnc","https://www.youtube.com/watch?v=QwRAM4pkASQ&list=PLQYLwyr6JoiEPYkXYVISEEpLKyQV8BjW4&index=1",NULL,"3"
"16","12","Le Village Des Damnés","1960","77","George Sanders : Gordon Zellaby /// Barbara Shelley : Anthea Zellaby /// Martin Stephens : David Zellaby /// Michael Gwynn : Alan Bernard /// Laurence Naismith : le docteur Willers /// Richard Warner : Harrington /// Jenny Laird : Mrs. Harrington /// Sarah Long : Evelyn Harrington /// Thomas Heathcote : James Pawle /// Charlotte Mitchell : Janet Pawle /// Pamela Buck : Milly Hughes /// Rosamund Greenwood : Miss Ogle /// Susan Richards : Mrs. Plumpton /// Bernard Archard : Le vicaire /// Peter Vaughan : P.C. Gobby /// John Phillips : General Leighton.","Une bourgade est victime d'un phénomène surnaturel. Quelques mois plus tard, douze têtes blondes naissent au même instant avec des intentions particulièrement hostiles.",NULL,"UniversCiné /// LaCinetek","https://www.youtube.com/watch?v=TL3fjPLmjMc",NULL,NULL,NULL
"17","13","Ça - ""Il"" Est Revenu","1990","187",NULL,"Octobre 1957. ""Ça"" se réveille et la petite ville de Derry dans le Maine ne sera plus jamais la même. Sept enfants font face à une horreur inimaginable qui apparait sous plusieurs formes, et notamment “Grippe-sou”, un clown qui vit, chasse et tue dans les égouts de la ville. Des années plus tard, ces adultes qui ont survécu, sont assez courageux pour retourner à Derry et arrêter cette tuerie, et cette fois pour de bon.",NULL,"Orange /// Canal VOD","https://www.youtube.com/watch?v=j2lDyh_C6ic","https://www.youtube.com/watch?v=FZPvLmArPt0&list=PLil8abT0BqG42m0PTNQBwcrIIM38pHjtg&index=1","ilEstRevenu-60a4397417f15.jpg",NULL
"18","14","Sharknado","2013","86",NULL,"Un ouragan s'empare de Los Angeles. Des milliers de requins s'abattent sur la ville et terrorisent la population. Fin, un surfer également propriétaire de bar, accompagné de ses amis Baz et Nova, part à l'aventure afin de sauver son ex-femme April et leur fille Claudia...",NULL,"Amazon Prime Vidéo /// Canal VOD","https://www.youtube.com/watch?v=FoMZPSmN0Os","https://www.youtube.com/watch?v=ZfiJWpnICls&list=PLh3-icSKvfhlTUEOj541dzFfsoVWwq_K9&index=1",NULL,NULL
